<<<<<<< HEAD
﻿Provience,Location,Weather,Traveltype,Accommodation,Address,Perpersonbudget,Activities
North Western,Kurunegala,Hot,City life,ROYAL GRAND HOTEL AND RESTAURANT,"PUTTALAM ROAD ,KELIMUNE,MAHAKELIYA",14000,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,BRIGHT BRAVO HOTEL,"3RD FLOOR,MUNICIPAL SHOPPING COMPLEX,KURUNEGALA",25500,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,DESHAKA GATEWAY HOTEL,"37/1, NEGOMBO ROAD, GIRIULLA.",53600,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,DHANAWWA TOURIST RESORT,"NO:46,COLOMBO ROAD,MALPITIYA,BOYAGANE",7900,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,GAJAMADARA WALAUWA,"75, KURUNEGALA ROAD, POLGAHAWELA.",34100,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,HOTEL DAMBADENIYA,"ATURUWALA, DAMBADENIYA.",22800,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,KUSUM NADIYA,"NEGOMBO ROAD, KURUNEGALA.",4600,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,MANGALA GUEST HOUSE,"14, ROSITA ESTATE, DAMBULLA ROAD, THORAYAYA, KIRIWAWLA.",8400,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,NEW MEEWELLAWA REST,"577/1, 1ST LANE NIKAWERATIYA.",14000,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,REST HOUSE HETTIPOLA,"REST HOUSE ,KULLIYA PITIYA ROAD,HETTIPOLA.",28700,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,RESTAURANT LE VILLAGE & GUEST HOUSE,"KURUNEGALA ROAD,MAKANDURA,GONAWILA.",14500,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,RANAPRIYA HOTEL,"WEWAGEDERA WATTE, GANEWATTE ROAD,WARIYAPOLA",18900,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,SUBASI TOURIST RESORT,"269/1,ASSEDDUMA,KULIYAPITIYA",34400,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,SIRIMADURA RESTAURENT & GUEST HOUSE,"HIRIPITIYA ROAD,MEDDEGAMA,MELLAWA",8400,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,HOTEL BLUE SKY,"NO. 242, NEGOMBO ROAD, PUWAKGASHANDIYA, KURUNEGALA",16600,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,HOTEL SURASA,"NEGOMBO ROAD, ALAKOLADENIYA, KURUNEGALA",12800,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,HOTEL CROWN FIELD,"KURUNEGALA ROAD,NARAMMALA",6800,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,HOTEL BABIE & CATERS,"DALADAGAMA,BALALLA,MAHO",76300,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,PARADISE REST,"NO. 76, REST HOUSE ROAD, NIKAWERATIYA.",13800,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,RAN KETHA HOLIDAY INN,"DALADAGAMA, MAHAWA",38100,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,POLGAHAWELA REST HOUSE,"NO. 76, KEGALLE ROAD, POLGAHAWELA",37300,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,HOTEL SHANTHI,"NO:114/1,MORAGOLLAGAMA ROAD,MAHO",8900,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,HOTEL THE PARADISE,"PUTTALAM ROAD,WALAGANE,MASPOTHA.",16100,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,HOTEL MIHIRA VILLAGE,"ANURADHAPURA ROAD, DETHAWA, AMBANPOLA.",12800,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,NEW CASAROMANA REST,"NO : 03 ,KULIYAPITIYA ROAD ,HETTIPOLA",15900,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,THILINA REST HOUSE,"WADAKADA,NARAMMALA ROAD,KAIKOLE,POLGAHAWELA",13600,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,DE BLUEMARYEN HOTEL,"NO:78 A,LAKE ROUND,KURUNAGALA",30500,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,ARALIYA INN,"NO:20/1B,SRI SUMANGALA MAWATHA,POLGAHAWELA",23400,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,GAYA FAMILY RESORT,"NO 01,WALAW WATTA,MAWATHAGAMA",20000,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,BLUE MERIDIAN HOTEL,"3RD FLOOR, MC PLAZA,KURUNEGALA",10300,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,BIRDS PARK,"WADAWA, WADAKADA, POLGAHAWELA",12500,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,MAHO REST HOUSE,"REST HOUSE ROAD, REST HOUSE, MAHO",23700,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,ELEGANT HAMLETS HOME STAY,"NO.48, KACHCHAKADUWA,WEERAKODIYANA",41400,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
North Western,Kurunegala,Hot,City life,BUDDIMA SAMUDRA,"PUTTALAM ROAD,NIKAWERATIYA",16700,"Visit Ridi Viharaya,Bus Tours,Ancient Ruins,Silver Temple,Yapahuwa,Panduwasnuwara,Munneswaram Temple"
Northern,Mannar,Extreme hot,Relaxing,PALMYRAH HOUSE,"THALAIMANNARAMA ROAD, KARISAL, MANNAR",11000,"Visit Shrine Of Our Lady Of Madhu,Explore Mannar Island,Visit Yoda Wewa,Visit Thiruketheeswaram Kovil,Visit Mannar Bird Sanctuary"
Northern,Mannar,Extreme hot,Relaxing,GREEN LINE GUEST HOUSE,"MOONRAM PITY, PALIYARU, MANNAR",10600,"Visit Shrine Of Our Lady Of Madhu,Explore Mannar Island,Visit Yoda Wewa,Visit Thiruketheeswaram Kovil,Visit Mannar Bird Sanctuary"
Northern,Mannar,Extreme hot,Relaxing,FOUR TEESS REST INN,"STATION ROAD,THODDAVELI,ERUKKALAMPITY,MANNAR.",19100,"Visit Shrine Of Our Lady Of Madhu,Explore Mannar Island,Visit Yoda Wewa,Visit Thiruketheeswaram Kovil,Visit Mannar Bird Sanctuary"
Northern,Mannar,Extreme hot,Relaxing,SHELL COAST RESORT PVT LTD,"UVARY,PESALAI,MANNAR",41400,"Visit Shrine Of Our Lady Of Madhu,Explore Mannar Island,Visit Yoda Wewa,Visit Thiruketheeswaram Kovil,Visit Mannar Bird Sanctuary"
Central,Matale,Cold,Relaxing,THE ELEPHANT CORRIDOR,"POTHANA,KIBISSA, SIGIRIYA",17700,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,VIL UYANA,"RANGIRIGAMA, SIGIRIYA",17900,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,JIMS FARM VILLA,"AHELAPOLA, PELLEPOLA, MATALE",11100,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,"WATER GARDEN,SIGIRIYA","KIBISSA, SIGIRIYA",35800,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,WILD GRASS NATURE RESORT,SIGIRIYA,6600,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,LAKE LODGE BOUTIQUE HOTEL,"16,DIVISION,WEWA ROAD,KANDALAMA,DAMBULLA",50500,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,ARIKA VILLAS,"PUWAKATAWALA ROAD,40TH MILE POST,OFF MATALE ROAD,DAMBULLA.",16800,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,KANO LANKA CENTRE,"MAHATENNA ESTATE, ELKADUWA, MATALE.",10100,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,HERITAGE LIFE,"46/100,. KASAPAGAMA, PIDURANGALA, SIGIRIYA",22500,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,KUMBUKGAS MANKADA-SIGIRIYA,"KUMBUKGAS MANKADA, AUDANGAWA, SIGIRIYA",16700,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,LAVONRICH BUNGLOW,"NO:154,MEEGOLLA WATTA,NALANDA",13700,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,DIAMOND HILLS VILLA,"BOGAHAMULA HENA, THAMBILIDENIYA, MAHAWELA",16900,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,LIYON REST,"4TH MAIL POST, SIGIRIYA",40100,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,SIGIRI ACCESS VILLA,"NO 90, SIGIRI ROAD, INAMALUWA",22300,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,LAKMINI,"KAYANWALA, SIGIRIYA",30800,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,BACK OF BEYOND PIDURANGALA,"KURULU UYANA, TEMPLE ROAD, PIDURANGALA, SIGIRIYA",23400,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,BACK OF BEYOND DEHIGAHA ELA,"ALAKOLAWEWA, DEHIGAHA ELA, SIGIRIYA",17700,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,RIVER EDGE BUNGALOW,"WARAPITIYA ROAD,KATUDENIYA,MATALE",10600,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,MOUNTAIN VILLA RIVERSTON,"PITAWALA,ILLUKKUMBURA,MATALE",28300,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,HERITANCE KANDALAMA,"P.O. BOX 11, DAMBULLA.",12300,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,AMAYA LAKE,"P.O. BOX. 12, KANDALAMA, DAMBULLA",28200,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,HUNNAS FALLS HOTEL,"ELKADUWA, KANDY",13500,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,HOTEL SIGIRIYA,SIGIRIYA,20500,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,SIGIRIYA VILLAGE HOTEL,"P.O.BOX 01, SIGIRIYA",35800,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,KASSAPA LIONS ROCK,"DIGAMPATHAHA,KIMBISSA.",22000,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,GIMANHALA HOTEL,754 ANURADHAPURA ROAD DAMBULLA,5500,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,JETWING LAKE,"WIJEKUMARATHUNGA MAWATHA,YAPAGAMA,DAMBULLA.",13500,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,HOTEL SANDA DIYA,"POLONNARUWA ROAD,PELWEHERA,DAMBULLA.",40700,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,ANON REST,"YAPAGAMA, MATALE ROAD, DAMBULLA",23200,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,SUNRAY INN,"NO. 156, KANDY ROAD, DAMBULLA",41400,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,J.CS VILLAGE,"NO. 175, KANDY ROAD, KAPUWATTA, DAMBULLA",16000,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,JOES HABARANA VILLAGE,"NO. 107, MILE POST, KIMBISSA.",8800,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,DAMBULLA REST HOUSE,DAMBULLA,14700,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,SIGIRIYA REST HOUSE,SIGIRIYA,42900,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,BEERIDEWALA ESTATE BUNGALOW,"DEEVILLA RD,ALUVIHARA,MATALE",15400,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,INNAMALUWA INN,"SIGIRIYA RD,INNAMALUWA",32200,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,NA - MALA HOLIDAY RESORT,"KURUNEGALA ROAD, DMBULLA.",9000,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,RIVERSTAN HOLIDAY VILLAGE,"19TH MILE POST,BAMBARAGALA,RATTOTA",19900,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,ROCK HOUSE,"16/17A HULANGAMUWA ROAD,MATALE.",20900,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,SANJEEWA HOTEL,"NO. 72, KALAWEWA ROAD, GALEWELA",14300,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,HOMELY GUEST HOUSE,"GOLAHENAWATTE JUNCTION,MAHAWELA 21140,MATALE",7000,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,MATALE TOURIST GUEST HOUSE,"NO.145,M.C.ROAD,MATALE",34400,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,M.P.S.VILLAGE,"KALUNDEWA ROAD, DAMBULU OYA JUNCTION, DAMBULLA",26600,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,FARCRY,"PERAKANATTE, GANGEYAYA, WILGAMUWA, WASGAMUWA",10100,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,NICE PLACE RESTURANT & BUNGALOWS,"INAMALUWA,DAMBULLA.",20600,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,GREEN WOOD TOURIST GUEST HOUSE,ALIKANDAWATTA ELAHERA,10200,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,GRAND REGENT,"GALKOTUWA, POTHANA, KIMBISSA, SIGIRIYA",13500,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,THE HIDEOUT SIGIRIYA HOLIDAY RESORT,"PALUTAWA ROAD,RANGIRIGAMA,KIMBISSA",19000,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,LEON REST,"A 9 ROAD,PIHILLAWATTA,KAWDUPELALLA,MATALE.",19600,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,MILANO GRAND NEW REST HOUSE,"50,KANDY ROAD,DAMBULLA",18500,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,KALUNDEWA RETREAT,"KALUNDEWA RETREAT, DAMBULU OYA, DAMBULLA",13600,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,ELEPHAS RESORT,"NO.47/B AUDANGAWA,KIMBISSA,SIGIRIYA.",20800,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,HOTEL SWISS DALE,"NO 7/5 THOTAGAMUWA, MATALE",27600,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,LEON HOTELS ARANA,"GALAKOTUWA,INAMALUWA,SIGIRIYA ROAD,SIGIRIYA.",11400,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,LARIO RESORT,"SIGIRIYA ROAD, GALAKOTUWA, SIGIRIYA",32300,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
Central,Matale,Cold,Relaxing,WEWA ADDARA,"NO.54, KAYANWALA, SIGIRIYA,,",16900,"Visit Knuckles Mountain Range,Visit Meemure,Visit Muthumariamman Temple,Visit Sembuwatta Lake,Visit Aluvihare Rock Temple,Visit Nalanda Gedige"
